,Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,SCA,GCA,PassLive,PassLive,Sh,SoT,Dist,FK,PK,np:G-xG,Season,Team
19,2022-01-01,17:30,Matchweek 21,Sat,Home,L,2,3,West Ham,2.4,2.2,62,24351.0,Luka Milivojević,4-3-3,Darren England,Match Report,,40.0,4.0,37.0,3.0,22.0,6.0,15.8,2.0,0,-0.4,2021,CrystalPalace
20,2022-01-14,20:00,Matchweek 22,Fri,Away,D,1,1,Brighton,0.2,2.0,37,30675.0,Joel Ward,4-3-3,Robert Jones,Match Report,,6.0,2.0,6.0,2.0,3.0,1.0,22.2,0.0,0,0.8,2021,CrystalPalace
21,2022-01-23,14:00,Matchweek 23,Sun,Home,L,1,3,Liverpool,2.2,1.9,43,25002.0,Joel Ward,4-3-3,Kevin Friend,Match Report,,12.0,2.0,11.0,2.0,8.0,5.0,12.2,0.0,0,-1.2,2021,CrystalPalace
22,2022-02-09,19:45,Matchweek 24,Wed,Away,D,1,1,Norwich City,1.3,0.4,70,26652.0,Joel Ward,4-3-3,Paul Tierney,Match Report,,19.0,2.0,15.0,2.0,12.0,5.0,22.3,1.0,0,0.5,2021,CrystalPalace
23,2022-02-12,15:00,Matchweek 25,Sat,Away,D,0,0,Brentford,0.3,1.6,58,16958.0,Joel Ward,4-3-3,Simon Hooper,Match Report,,10.0,0.0,9.0,0.0,6.0,3.0,21.6,0.0,0,-0.3,2021,CrystalPalace
24,2022-02-19,15:00,Matchweek 26,Sat,Home,L,0,1,Chelsea,0.5,0.9,42,25109.0,James McArthur,4-2-3-1,David Coote,Match Report,,12.0,0.0,8.0,0.0,7.0,0.0,14.6,0.0,0,-0.5,2021,CrystalPalace
25,2022-02-23,19:30,Matchweek 18,Wed,Away,W,4,1,Watford,1.1,1.4,54,20012.0,Marc Guéhi,4-3-3,Andre Marriner,Match Report,,14.0,8.0,13.0,7.0,7.0,5.0,15.1,0.0,0,2.9,2021,CrystalPalace
26,2022-02-26,15:00,Matchweek 27,Sat,Home,D,1,1,Burnley,1.0,0.2,59,24203.0,Luka Milivojević,4-3-3,Jonathan Moss,Match Report,,20.0,2.0,14.0,2.0,11.0,4.0,18.7,2.0,0,0.0,2021,CrystalPalace
27,2022-03-05,15:00,Matchweek 28,Sat,Away,W,2,0,Wolves,2.7,0.7,37,31395.0,Marc Guéhi,4-2-3-1,Andy Madley,Match Report,,20.0,3.0,13.0,0.0,11.0,7.0,15.1,0.0,1,-1.0,2021,CrystalPalace
28,2022-03-14,20:00,Matchweek 29,Mon,Home,D,0,0,Manchester City,0.6,2.8,27,25309.0,Marc Guéhi,4-3-3,Martin Atkinson,Match Report,,9.0,0.0,8.0,0.0,7.0,1.0,14.7,0.0,0,-0.6,2021,CrystalPalace
29,2022-04-04,20:00,Matchweek 31,Mon,Home,W,3,0,Arsenal,1.5,0.8,32,25149.0,Marc Guéhi,4-2-3-1,Paul Tierney,Match Report,,12.0,6.0,6.0,2.0,5.0,4.0,21.0,1.0,1,1.3,2021,CrystalPalace
30,2022-04-10,14:00,Matchweek 32,Sun,Away,L,1,2,Leicester City,1.4,1.0,49,31896.0,Marc Guéhi,4-2-3-1,Robert Jones,Match Report,,21.0,1.0,15.0,0.0,10.0,2.0,14.0,0.0,0,0.4,2021,CrystalPalace
31,2022-04-20,19:45,Matchweek 30,Wed,Away,L,0,1,Newcastle Utd,0.5,0.9,63,51938.0,Marc Guéhi,4-2-3-1,Tony Harrington,Match Report,,17.0,0.0,14.0,0.0,10.0,2.0,15.4,0.0,0,-0.5,2021,CrystalPalace
32,2022-04-25,20:00,Matchweek 34,Mon,Home,D,0,0,Leeds United,1.9,0.5,53,25357.0,James McArthur,4-3-3,Darren England,Match Report,,32.0,0.0,21.0,0.0,17.0,7.0,13.6,0.0,0,-1.9,2021,CrystalPalace
33,2022-04-30,15:00,Matchweek 35,Sat,Away,W,2,1,Southampton,1.1,0.6,62,31359.0,James McArthur,4-3-3,Jarred Gillett,Match Report,,23.0,4.0,16.0,4.0,14.0,5.0,13.9,0.0,0,0.9,2021,CrystalPalace
34,2022-05-07,15:00,Matchweek 36,Sat,Home,W,1,0,Watford,2.2,0.4,67,24622.0,Joel Ward,4-3-3,Graham Scott,Match Report,,25.0,1.0,19.0,1.0,14.0,6.0,15.8,1.0,1,-1.4,2021,CrystalPalace
35,2022-05-15,14:00,Matchweek 37,Sun,Away,D,1,1,Aston Villa,1.4,1.0,51,41136.0,Luka Milivojević,5-3-2,Chris Kavanagh,Match Report,,28.0,1.0,17.0,0.0,16.0,4.0,17.6,0.0,0,-0.4,2021,CrystalPalace
36,2022-05-19,19:45,Matchweek 33,Thu,Away,L,2,3,Everton,1.1,0.8,57,38448.0,Marc Guéhi,4-3-3,Anthony Taylor,Match Report,,10.0,3.0,4.0,0.0,7.0,5.0,14.2,0.0,0,0.9,2021,CrystalPalace
37,2022-05-22,16:00,Matchweek 38,Sun,Home,W,1,0,Manchester Utd,0.6,0.7,39,25434.0,Joel Ward,4-3-3,Martin Atkinson,Match Report,,10.0,0.0,7.0,0.0,6.0,3.0,14.1,0.0,0,0.4,2021,CrystalPalace
0,2021-08-13,20:00,Matchweek 1,Fri,Home,W,2,0,Arsenal,1.2,1.3,36,16479.0,Pontus Jansson,3-5-2,Michael Oliver,Match Report,,13.0,1.0,11.0,1.0,8.0,3.0,12.1,0.0,0,0.8,2021,Brentford
1,2021-08-21,15:00,Matchweek 2,Sat,Away,D,0,0,Crystal Palace,0.9,0.5,47,23091.0,Pontus Jansson,3-5-2,Martin Atkinson,Match Report,,25.0,0.0,15.0,0.0,14.0,3.0,18.0,1.0,0,-0.9,2021,Brentford
2,2021-08-28,15:00,Matchweek 3,Sat,Away,D,1,1,Aston Villa,0.9,0.7,54,42045.0,Pontus Jansson,3-4-1-2,Peter Bankes,Match Report,,17.0,2.0,13.0,2.0,9.0,2.0,15.6,0.0,0,0.1,2021,Brentford
3,2021-09-11,15:00,Matchweek 4,Sat,Home,L,0,1,Brighton,0.4,0.3,41,16518.0,Pontus Jansson,3-5-2,Graham Scott,Match Report,,14.0,0.0,11.0,0.0,7.0,1.0,20.3,0.0,0,-0.4,2021,Brentford
4,2021-09-18,12:30,Matchweek 5,Sat,Away,W,2,0,Wolves,2.5,0.6,38,30000.0,Pontus Jansson,3-5-2,Darren England,Match Report,,17.0,4.0,11.0,2.0,8.0,2.0,18.7,0.0,1,-0.7,2021,Brentford
5,2021-09-25,17:30,Matchweek 6,Sat,Home,D,3,3,Liverpool,2.1,2.8,33,16876.0,Pontus Jansson,3-5-2,Stuart Attwell,Match Report,,19.0,4.0,15.0,2.0,12.0,3.0,12.0,0.0,0,0.9,2021,Brentford
6,2021-10-03,14:00,Matchweek 7,Sun,Away,W,2,1,West Ham,1.2,1.5,41,49940.0,Pontus Jansson,3-5-2,Peter Bankes,Match Report,,21.0,2.0,12.0,0.0,13.0,6.0,13.9,1.0,0,0.8,2021,Brentford
7,2021-10-16,17:30,Matchweek 8,Sat,Home,L,0,1,Chelsea,1.4,0.3,45,16940.0,Pontus Jansson,3-5-2,Anthony Taylor,Match Report,,25.0,0.0,17.0,0.0,17.0,6.0,14.5,0.0,0,-1.4,2021,Brentford
8,2021-10-24,14:00,Matchweek 9,Sun,Home,L,1,2,Leicester City,1.0,1.5,54,16814.0,Pontus Jansson,3-5-2,Simon Hooper,Match Report,,24.0,2.0,14.0,0.0,15.0,5.0,16.3,0.0,0,0.0,2021,Brentford
9,2021-10-30,15:00,Matchweek 10,Sat,Away,L,1,3,Burnley,0.8,2.3,59,18821.0,Pontus Jansson,3-5-2,Jonathan Moss,Match Report,,20.0,2.0,14.0,2.0,12.0,4.0,18.2,1.0,0,0.2,2021,Brentford
10,2021-11-06,15:00,Matchweek 11,Sat,Home,L,1,2,Norwich City,2.5,1.2,64,16837.0,Pontus Jansson,3-5-2,Jarred Gillett,Match Report,,33.0,2.0,16.0,2.0,19.0,7.0,10.8,0.0,0,-1.5,2021,Brentford
11,2021-11-20,15:00,Matchweek 12,Sat,Away,D,3,3,Newcastle Utd,0.9,1.5,47,52131.0,Pontus Jansson,3-5-2,Robert Jones,Match Report,,17.0,4.0,16.0,4.0,10.0,3.0,18.5,1.0,0,1.1,2021,Brentford
12,2021-11-28,14:00,Matchweek 13,Sun,Home,W,1,0,Everton,1.2,1.0,40,16957.0,Pontus Jansson,3-5-2,Darren England,Match Report,,7.0,2.0,1.0,0.0,5.0,3.0,18.9,0.0,1,-0.4,2021,Brentford
13,2021-12-02,19:30,Matchweek 14,Thu,Away,L,0,2,Tottenham,0.3,1.9,53,54202.0,Pontus Jansson,3-5-2,Jonathan Moss,Match Report,,10.0,0.0,8.0,0.0,6.0,2.0,17.1,0.0,0,-0.3,2021,Brentford
14,2021-12-05,14:00,Matchweek 15,Sun,Away,D,2,2,Leeds United,1.0,1.2,37,35639.0,Pontus Jansson,3-5-2,David Coote,Match Report,,16.0,4.0,13.0,3.0,9.0,3.0,16.7,1.0,0,1.0,2021,Brentford
15,2021-12-10,20:00,Matchweek 16,Fri,Home,W,2,1,Watford,1.6,0.5,63,16861.0,Pontus Jansson,3-5-2,Michael Oliver,Match Report,,21.0,3.0,15.0,1.0,13.0,4.0,15.5,0.0,1,0.2,2021,Brentford
16,2021-12-26,20:00,Matchweek 19,Sun,Away,L,0,2,Brighton,0.7,0.8,50,30141.0,Pontus Jansson,3-5-2,Darren England,Match Report,,26.0,0.0,18.0,0.0,16.0,5.0,17.1,0.0,0,-0.7,2021,Brentford
17,2021-12-29,20:15,Matchweek 20,Wed,Home,L,0,1,Manchester City,0.4,1.1,24,17009.0,Pontus Jansson,3-5-2,David Coote,Match Report,,8.0,0.0,6.0,0.0,6.0,2.0,24.6,0.0,0,-0.4,2021,Brentford
18,2022-01-02,14:00,Matchweek 21,Sun,Home,W,2,1,Aston Villa,0.6,0.8,45,16876.0,Pontus Jansson,3-5-2,Craig Pawson,Match Report,,14.0,3.0,9.0,2.0,10.0,4.0,17.7,0.0,0,1.4,2021,Brentford
19,2022-01-11,19:45,Matchweek 18,Tue,Away,L,1,4,Southampton,0.5,1.4,52,27383.0,Pontus Jansson,3-5-2,Stuart Attwell,Match Report,,8.0,2.0,7.0,2.0,5.0,4.0,12.8,0.0,0,0.5,2021,Brentford
20,2022-01-16,14:00,Matchweek 22,Sun,Away,L,0,3,Liverpool,0.7,2.7,32,52824.0,Pontus Jansson,3-5-2,Jonathan Moss,Match Report,,10.0,0.0,7.0,0.0,6.0,1.0,21.2,0.0,0,-0.7,2021,Brentford
21,2022-01-19,20:00,Matchweek 17,Wed,Home,L,1,3,Manchester Utd,2.3,2.3,44,17094.0,Pontus Jansson,3-5-2,Andre Marriner,Match Report,,29.0,1.0,17.0,0.0,18.0,9.0,16.7,0.0,0,-1.3,2021,Brentford
22,2022-01-22,15:00,Matchweek 23,Sat,Home,L,1,2,Wolves,1.1,0.2,50,16982.0,Pontus Jansson,3-5-2,Peter Bankes,Match Report,,19.0,2.0,10.0,0.0,11.0,1.0,13.6,1.0,0,-0.1,2021,Brentford
23,2022-02-09,19:45,Matchweek 24,Wed,Away,L,0,2,Manchester City,0.4,1.9,26,51658.0,Pontus Jansson,3-5-2,Darren England,Match Report,,9.0,0.0,7.0,0.0,6.0,2.0,18.3,0.0,0,-0.4,2021,Brentford
24,2022-02-12,15:00,Matchweek 25,Sat,Home,D,0,0,Crystal Palace,1.6,0.3,42,16958.0,Pontus Jansson,3-5-2,Simon Hooper,Match Report,,18.0,0.0,16.0,0.0,9.0,2.0,12.9,0.0,0,-1.6,2021,Brentford
25,2022-02-19,15:00,Matchweek 26,Sat,Away,L,1,2,Arsenal,0.6,1.7,34,59249.0,Pontus Jansson,3-5-2,Jonathan Moss,Match Report,,9.0,1.0,3.0,0.0,6.0,2.0,20.7,0.0,0,0.4,2021,Brentford
26,2022-02-26,15:00,Matchweek 27,Sat,Home,L,0,2,Newcastle Utd,0.4,2.7,37,17039.0,Pontus Jansson,4-3-3,Mike Dean,Match Report,,9.0,0.0,4.0,0.0,6.0,1.0,16.5,0.0,0,-0.4,2021,Brentford
27,2022-03-05,15:00,Matchweek 28,Sat,Away,W,3,1,Norwich City,2.0,1.0,40,26887.0,Pontus Jansson,4-5-1,Anthony Taylor,Match Report,,18.0,6.0,8.0,2.0,8.0,4.0,21.4,0.0,2,0.6,2021,Brentford
28,2022-03-12,15:00,Matchweek 29,Sat,Home,W,2,0,Burnley,1.9,0.7,55,17088.0,Pontus Jansson,4-5-1,Paul Tierney,Match Report,,23.0,4.0,18.0,3.0,12.0,2.0,21.5,0.0,1,-0.1,2021,Brentford
29,2022-03-20,14:00,Matchweek 30,Sun,Away,L,1,2,Leicester City,1.3,1.0,48,31830.0,Pontus Jansson,4-5-1,Darren England,Match Report,,25.0,1.0,18.0,1.0,15.0,6.0,14.9,0.0,0,-0.3,2021,Brentford
30,2022-04-02,15:00,Matchweek 31,Sat,Away,W,4,1,Chelsea,1.8,1.3,30,39061.0,Pontus Jansson,5-3-2,Andy Madley,Match Report,,28.0,7.0,17.0,6.0,17.0,6.0,13.5,1.0,0,2.2,2021,Brentford
31,2022-04-10,14:00,Matchweek 32,Sun,Home,W,2,0,West Ham,1.4,0.3,47,17032.0,Christian Nørgaard,4-3-3,Martin Atkinson,Match Report,,28.0,4.0,24.0,3.0,15.0,7.0,15.8,0.0,0,0.6,2021,Brentford
32,2022-04-16,15:00,Matchweek 33,Sat,Away,W,2,1,Watford,1.9,1.7,50,21045.0,Pontus Jansson,4-3-3,Simon Hooper,Match Report,,26.0,4.0,15.0,1.0,16.0,5.0,19.7,0.0,0,0.1,2021,Brentford
33,2022-04-23,17:30,Matchweek 34,Sat,Home,D,0,0,Tottenham,0.9,0.6,44,17072.0,Pontus Jansson,5-3-2,Martin Atkinson,Match Report,,26.0,0.0,13.0,0.0,15.0,1.0,15.3,1.0,0,-0.9,2021,Brentford
34,2022-05-02,20:00,Matchweek 35,Mon,Away,L,0,3,Manchester Utd,0.6,2.0,37,73482.0,Pontus Jansson,5-3-2,Chris Kavanagh,Match Report,,20.0,0.0,17.0,0.0,12.0,4.0,18.9,1.0,0,-0.6,2021,Brentford
35,2022-05-07,15:00,Matchweek 36,Sat,Home,W,3,0,Southampton,2.6,1.4,41,17051.0,Pontus Jansson,4-3-3,Michael Salisbury,Match Report,,32.0,6.0,19.0,3.0,18.0,5.0,13.9,1.0,0,0.4,2021,Brentford
36,2022-05-15,16:30,Matchweek 37,Sun,Away,W,3,2,Everton,1.4,2.1,72,38819.0,Pontus Jansson,4-3-3,Michael Oliver,Match Report,,31.0,4.0,23.0,3.0,18.0,6.0,18.1,1.0,0,0.6,2021,Brentford
37,2022-05-22,16:00,Matchweek 38,Sun,Home,L,1,2,Leeds United,0.8,1.3,49,16957.0,Pontus Jansson,4-3-3,Paul Tierney,Match Report,,24.0,1.0,9.0,1.0,14.0,5.0,13.7,0.0,0,0.2,2021,Brentford
0,2021-08-14,15:00,Matchweek 1,Sat,Away,L,2,3,Watford,1.2,1.2,62,20051.0,Tyrone Mings,4-2-3-1,Mike Dean,Match Report,,21.0,4.0,13.0,2.0,10.0,1.0,22.8,1.0,1,0.6,2021,AstonVilla
1,2021-08-21,15:00,Matchweek 2,Sat,Home,W,2,0,Newcastle Utd,1.2,0.7,47,41964.0,Tyrone Mings,4-3-3,David Coote,Match Report,,19.0,3.0,11.0,1.0,9.0,1.0,19.5,0.0,1,0.4,2021,AstonVilla
2,2021-08-28,15:00,Matchweek 3,Sat,Home,D,1,1,Brentford,0.7,0.9,46,42045.0,Ezri Konsa,4-1-4-1,Peter Bankes,Match Report,,13.0,2.0,9.0,2.0,7.0,5.0,13.8,0.0,0,0.3,2021,AstonVilla
3,2021-09-11,17:30,Matchweek 4,Sat,Away,L,0,3,Chelsea,1.2,1.3,43,39969.0,Tyrone Mings,5-3-2,Stuart Attwell,Match Report,,31.0,0.0,17.0,0.0,18.0,6.0,18.6,0.0,0,-1.2,2021,AstonVilla
4,2021-09-18,17:30,Matchweek 5,Sat,Home,W,3,0,Everton,0.8,0.7,55,41888.0,Tyrone Mings,5-3-2,Craig Pawson,Match Report,,27.0,4.0,14.0,3.0,15.0,3.0,19.3,1.0,0,1.2,2021,AstonVilla
5,2021-09-25,12:30,Matchweek 6,Sat,Away,W,1,0,Manchester Utd,1.0,2.2,41,72922.0,Tyrone Mings,3-5-2,Mike Dean,Match Report,,11.0,1.0,6.0,0.0,7.0,3.0,14.1,1.0,0,0.0,2021,AstonVilla
6,2021-10-03,14:00,Matchweek 7,Sun,Away,L,1,2,Tottenham,1.2,1.3,44,53076.0,Tyrone Mings,3-5-2,Chris Kavanagh,Match Report,,23.0,2.0,17.0,2.0,14.0,3.0,18.0,0.0,0,-0.2,2021,AstonVilla
7,2021-10-16,15:00,Matchweek 8,Sat,Home,L,2,3,Wolves,1.0,2.0,48,41951.0,Tyrone Mings,3-4-1-2,Michael Oliver,Match Report,,25.0,3.0,20.0,2.0,14.0,5.0,18.0,0.0,0,1.0,2021,AstonVilla
8,2021-10-22,20:00,Matchweek 9,Fri,Away,L,1,3,Arsenal,1.4,2.7,47,59496.0,Tyrone Mings,3-4-1-2,Craig Pawson,Match Report,,19.0,2.0,14.0,2.0,10.0,4.0,17.2,1.0,0,-0.4,2021,AstonVilla
9,2021-10-31,16:30,Matchweek 10,Sun,Home,L,1,4,West Ham,0.7,2.3,43,41874.0,John McGinn,4-3-3,Chris Kavanagh,Match Report,,16.0,2.0,11.0,1.0,9.0,3.0,16.4,0.0,0,0.3,2021,AstonVilla
10,2021-11-05,20:00,Matchweek 11,Fri,Away,L,0,1,Southampton,0.6,0.6,44,30178.0,Tyrone Mings,4-2-3-1,Andy Madley,Match Report,,27.0,0.0,23.0,0.0,14.0,3.0,19.5,1.0,0,-0.6,2021,AstonVilla
11,2021-11-20,15:00,Matchweek 12,Sat,Home,W,2,0,Brighton,0.7,0.4,38,41925.0,Tyrone Mings,4-3-3,Anthony Taylor,Match Report,,15.0,4.0,11.0,3.0,9.0,5.0,16.5,0.0,0,1.3,2021,AstonVilla
12,2021-11-27,15:00,Matchweek 13,Sat,Away,W,2,1,Crystal Palace,0.5,1.0,36,25203.0,Tyrone Mings,4-3-3,Michael Salisbury,Match Report,,19.0,4.0,12.0,2.0,10.0,3.0,20.5,2.0,0,1.5,2021,AstonVilla
13,2021-12-01,20:15,Matchweek 14,Wed,Home,L,1,2,Manchester City,0.8,1.0,36,41400.0,Tyrone Mings,4-3-3,Mike Dean,Match Report,,18.0,2.0,11.0,1.0,9.0,3.0,13.1,0.0,0,0.2,2021,AstonVilla
14,2021-12-05,16:30,Matchweek 15,Sun,Home,W,2,1,Leicester City,2.1,1.1,41,41572.0,Tyrone Mings,4-3-3,Michael Oliver,Match Report,,25.0,3.0,17.0,0.0,13.0,4.0,13.9,0.0,0,-0.1,2021,AstonVilla
15,2021-12-11,15:00,Matchweek 16,Sat,Away,L,0,1,Liverpool,0.2,2.2,38,53093.0,Tyrone Mings,4-3-3,Stuart Attwell,Match Report,,8.0,0.0,6.0,0.0,4.0,0.0,23.6,1.0,0,-0.2,2021,AstonVilla
16,2021-12-14,19:45,Matchweek 17,Tue,Away,W,2,0,Norwich City,2.0,0.5,50,26836.0,Tyrone Mings,4-3-3,David Coote,Match Report,,31.0,4.0,28.0,4.0,17.0,6.0,16.7,0.0,0,0.0,2021,AstonVilla
17,2021-12-26,17:30,Matchweek 19,Sun,Home,L,1,3,Chelsea,0.4,2.6,42,41907.0,Tyrone Mings,4-3-1-2,Martin Atkinson,Match Report,,12.0,0.0,12.0,0.0,8.0,1.0,18.8,0.0,0,-0.4,2021,AstonVilla
18,2022-01-02,14:00,Matchweek 21,Sun,Away,L,1,2,Brentford,0.8,0.6,55,16876.0,John McGinn,4-3-3,Craig Pawson,Match Report,,31.0,2.0,22.0,1.0,16.0,5.0,17.1,0.0,0,0.2,2021,AstonVilla
19,2022-01-15,17:30,Matchweek 22,Sat,Home,D,2,2,Manchester Utd,1.9,1.0,54,41968.0,Tyrone Mings,4-3-3,David Coote,Match Report,,23.0,4.0,17.0,4.0,13.0,9.0,12.7,0.0,0,0.1,2021,AstonVilla
20,2022-01-22,12:30,Matchweek 23,Sat,Away,W,1,0,Everton,0.8,1.6,50,38203.0,Tyrone Mings,4-3-3,Craig Pawson,Match Report,,15.0,2.0,8.0,0.0,8.0,3.0,19.8,2.0,0,0.2,2021,AstonVilla
21,2022-02-09,20:00,Matchweek 24,Wed,Home,D,3,3,Leeds United,1.6,1.8,40,41927.0,Tyrone Mings,4-3-3,Jarred Gillett,Match Report,,21.0,6.0,14.0,5.0,12.0,4.0,15.7,0.0,0,1.4,2021,AstonVilla
22,2022-02-13,14:00,Matchweek 25,Sun,Away,L,0,1,Newcastle Utd,0.6,0.5,62,52207.0,Tyrone Mings,4-3-3,Craig Pawson,Match Report,,20.0,0.0,16.0,0.0,11.0,1.0,19.9,1.0,0,-0.6,2021,AstonVilla
23,2022-02-19,15:00,Matchweek 26,Sat,Home,L,0,1,Watford,1.3,1.2,59,41936.0,Tyrone Mings,4-3-3,Robert Jones,Match Report,,39.0,0.0,36.0,0.0,20.0,1.0,21.0,1.0,0,-1.3,2021,AstonVilla
24,2022-02-26,15:00,Matchweek 27,Sat,Away,W,2,0,Brighton,1.0,0.7,34,31475.0,Tyrone Mings,4-1-2-1-2◆,John Brooks,Match Report,,16.0,4.0,8.0,3.0,9.0,4.0,17.5,1.0,0,1.0,2021,AstonVilla
25,2022-03-05,15:00,Matchweek 28,Sat,Home,W,4,0,Southampton,2.5,1.1,38,41855.0,Tyrone Mings,4-3-1-2,Peter Bankes,Match Report,,26.0,8.0,20.0,6.0,14.0,9.0,15.7,0.0,0,1.5,2021,AstonVilla
26,2022-03-10,19:45,Matchweek 20,Thu,Away,W,3,0,Leeds United,1.5,0.2,49,36400.0,Tyrone Mings,4-3-1-2,Simon Hooper,Match Report,,28.0,6.0,21.0,4.0,15.0,9.0,19.6,1.0,0,1.5,2021,AstonVilla
27,2022-03-13,14:00,Matchweek 29,Sun,Away,L,1,2,West Ham,1.1,1.2,53,59957.0,Tyrone Mings,4-1-2-1-2◆,Jarred Gillett,Match Report,,21.0,1.0,13.0,1.0,13.0,7.0,14.9,1.0,0,-0.1,2021,AstonVilla
28,2022-03-19,12:30,Matchweek 30,Sat,Home,L,0,1,Arsenal,0.5,1.3,47,41956.0,Tyrone Mings,4-3-2-1,Andy Madley,Match Report,,15.0,0.0,11.0,0.0,8.0,1.0,16.8,2.0,0,-0.5,2021,AstonVilla
29,2022-04-02,15:00,Matchweek 31,Sat,Away,L,1,2,Wolves,2.1,1.3,51,31012.0,Tyrone Mings,4-3-1-2,Darren England,Match Report,,24.0,2.0,18.0,1.0,14.0,4.0,20.0,1.0,1,-1.5,2021,AstonVilla
30,2022-04-09,17:30,Matchweek 32,Sat,Home,L,0,4,Tottenham,1.6,1.1,52,41949.0,Tyrone Mings,4-3-1-2,Graham Scott,Match Report,,34.0,0.0,24.0,0.0,19.0,8.0,16.3,1.0,0,-1.6,2021,AstonVilla
31,2022-04-23,15:00,Matchweek 34,Sat,Away,D,0,0,Leicester City,0.9,0.3,36,32185.0,Tyrone Mings,4-3-2-1,Andy Madley,Match Report,,21.0,0.0,14.0,0.0,11.0,3.0,17.9,0.0,0,-0.9,2021,AstonVilla
32,2022-04-30,15:00,Matchweek 35,Sat,Home,W,2,0,Norwich City,1.8,0.5,45,40290.0,Tyrone Mings,4-1-4-1,John Brooks,Match Report,,36.0,3.0,27.0,2.0,21.0,6.0,15.7,0.0,0,0.2,2021,AstonVilla
33,2022-05-07,15:00,Matchweek 36,Sat,Away,W,3,1,Burnley,2.1,1.9,51,20891.0,Tyrone Mings,4-1-2-1-2◆,David Coote,Match Report,,22.0,6.0,17.0,6.0,12.0,7.0,18.3,1.0,0,0.9,2021,AstonVilla
34,2022-05-10,20:00,Matchweek 33,Tue,Home,L,1,2,Liverpool,1.4,1.8,40,41919.0,Tyrone Mings,4-3-1-2,Jonathan Moss,Match Report,,17.0,1.0,12.0,0.0,9.0,4.0,13.7,0.0,0,-0.4,2021,AstonVilla
35,2022-05-15,14:00,Matchweek 37,Sun,Home,D,1,1,Crystal Palace,1.0,1.4,49,41136.0,Tyrone Mings,4-3-1-2,Chris Kavanagh,Match Report,,19.0,2.0,15.0,2.0,13.0,4.0,18.7,0.0,0,0.0,2021,AstonVilla
36,2022-05-19,20:00,Matchweek 18,Thu,Home,D,1,1,Burnley,1.5,1.6,71,40468.0,Tyrone Mings,4-3-2-1,Paul Tierney,Match Report,,43.0,2.0,38.0,2.0,22.0,9.0,19.4,0.0,0,-0.5,2021,AstonVilla
37,2022-05-22,16:00,Matchweek 38,Sun,Away,L,2,3,Manchester City,0.2,3.4,29,53395.0,Tyrone Mings,4-3-2-1,Michael Oliver,Match Report,,6.0,4.0,5.0,3.0,4.0,2.0,16.8,0.0,0,1.8,2021,AstonVilla
0,2021-08-14,15:00,Matchweek 1,Sat,Away,L,1,3,Everton,0.8,2.4,52,38487.0,James Ward-Prowse,4-4-2,Andy Madley,Match Report,,10.0,2.0,5.0,1.0,6.0,3.0,15.5,0.0,0,0.2,2021,Southampton
1,2021-08-22,14:00,Matchweek 2,Sun,Home,D,1,1,Manchester Utd,0.7,1.8,37,32000.0,James Ward-Prowse,4-4-2,Craig Pawson,Match Report,,13.0,0.0,10.0,0.0,8.0,3.0,21.5,2.0,0,-0.7,2021,Southampton
2,2021-08-28,15:00,Matchweek 3,Sat,Away,D,2,2,Newcastle Utd,3.6,1.0,63,44017.0,James Ward-Prowse,4-4-2,Paul Tierney,Match Report,,40.0,3.0,25.0,1.0,21.0,5.0,19.2,1.0,1,-1.9,2021,Southampton
3,2021-09-11,15:00,Matchweek 4,Sat,Home,D,0,0,West Ham,0.7,0.7,42,30000.0,James Ward-Prowse,4-1-4-1,David Coote,Match Report,,18.0,0.0,15.0,0.0,11.0,2.0,14.2,0.0,0,-0.7,2021,Southampton
4,2021-09-18,15:00,Matchweek 5,Sat,Away,D,0,0,Manchester City,0.4,1.0,36,52698.0,James Ward-Prowse,4-4-2,Jonathan Moss,Match Report,,15.0,0.0,11.0,0.0,10.0,2.0,19.8,0.0,0,-0.4,2021,Southampton
5,2021-09-26,14:00,Matchweek 6,Sun,Home,L,0,1,Wolves,1.0,1.0,57,28002.0,James Ward-Prowse,4-4-2,Andy Madley,Match Report,,30.0,0.0,25.0,0.0,18.0,6.0,20.7,1.0,0,-1.0,2021,Southampton
6,2021-10-02,15:00,Matchweek 7,Sat,Away,L,1,3,Chelsea,1.3,3.3,38,40109.0,James Ward-Prowse,4-4-2,Martin Atkinson,Match Report,,12.0,2.0,10.0,1.0,5.0,1.0,24.0,0.0,1,-0.6,2021,Southampton
7,2021-10-16,15:00,Matchweek 8,Sat,Home,W,1,0,Leeds United,1.9,0.2,46,30506.0,Oriol Romeu,4-4-2,David Coote,Match Report,,32.0,2.0,24.0,2.0,19.0,4.0,18.7,1.0,0,-0.9,2021,Southampton
8,2021-10-23,15:00,Matchweek 9,Sat,Home,D,2,2,Burnley,1.6,0.7,61,29145.0,Oriol Romeu,4-4-2,Chris Kavanagh,Match Report,,26.0,3.0,23.0,2.0,16.0,4.0,16.9,0.0,0,0.4,2021,Southampton
9,2021-10-30,15:00,Matchweek 10,Sat,Away,W,1,0,Watford,1.8,1.0,60,20869.0,James Ward-Prowse,4-4-2,Peter Bankes,Match Report,,21.0,2.0,18.0,2.0,12.0,1.0,15.0,0.0,0,-0.8,2021,Southampton
