,Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,SCA,GCA,PassLive,PassLive,Sh,SoT,Dist,FK,PK,np:G-xG,Season,Team
15,2023-12-09,15:00,Matchweek 16,Sat,Home,D,1,1,Nott'ham Forest,1.2,1.3,68,31543.0,Max Kilman,3-4-3,Samuel Barrott,Match Report,,18.0,2.0,13.0,2.0,10.0,4.0,15.2,0.0,0,-0.2,2023,WolverhamptonWanderers
16,2023-12-17,14:00,Matchweek 17,Sun,Away,L,0,3,West Ham,0.7,1.1,55,62455.0,Max Kilman,3-4-3,Chris Kavanagh,Match Report,,25.0,0.0,19.0,0.0,14.0,3.0,20.5,0.0,0,-0.7,2023,WolverhamptonWanderers
17,2023-12-24,13:00,Matchweek 18,Sun,Home,W,2,1,Chelsea,1.3,2.0,32,31641.0,Max Kilman,3-4-3,David Coote,Match Report,,19.0,3.0,11.0,2.0,14.0,6.0,16.7,1.0,0,0.7,2023,WolverhamptonWanderers
18,2023-12-27,19:30,Matchweek 19,Wed,Away,W,4,1,Brentford,2.4,2.2,40,17109.0,Max Kilman,3-4-3,Andy Madley,Match Report,,19.0,7.0,13.0,3.0,11.0,5.0,17.8,0.0,0,1.6,2023,WolverhamptonWanderers
19,2023-12-30,15:00,Matchweek 20,Sat,Home,W,3,0,Everton,1.9,0.4,53,31639.0,Max Kilman,3-4-3,Thomas Bramall,Match Report,,22.0,6.0,20.0,6.0,12.0,6.0,13.4,0.0,0,1.1,2023,WolverhamptonWanderers
20,2024-01-22,19:45,Matchweek 21,Mon,Away,D,0,0,Brighton,1.1,1.0,28,41505.0,Max Kilman,3-4-3,Craig Pawson,Match Report,,13.0,0.0,11.0,0.0,8.0,3.0,18.6,0.0,0,-1.1,2023,WolverhamptonWanderers
21,2024-02-01,20:15,Matchweek 22,Thu,Home,L,3,4,Manchester Utd,2.1,3.3,53,31641.0,Max Kilman,3-4-3,Jarred Gillett,Match Report,,30.0,5.0,22.0,3.0,15.0,5.0,16.6,1.0,1,0.7,2023,WolverhamptonWanderers
22,2024-02-04,14:00,Matchweek 23,Sun,Away,W,4,2,Chelsea,2.0,1.7,36,39628.0,Max Kilman,3-4-3,Tim Robinson,Match Report,,22.0,4.0,15.0,2.0,13.0,6.0,16.6,2.0,1,0.8,2023,WolverhamptonWanderers
23,2024-02-10,15:00,Matchweek 24,Sat,Home,L,0,2,Brentford,1.0,1.9,71,30731.0,Max Kilman,3-4-3,Simon Hooper,Match Report,,32.0,0.0,24.0,0.0,17.0,5.0,17.2,1.0,0,-1.0,2023,WolverhamptonWanderers
24,2024-02-17,15:00,Matchweek 25,Sat,Away,W,2,1,Tottenham,1.8,1.6,29,61532.0,José Sá,3-4-3,Anthony Taylor,Match Report,,20.0,4.0,17.0,3.0,12.0,7.0,15.9,0.0,0,0.2,2023,WolverhamptonWanderers
25,2024-02-25,13:30,Matchweek 26,Sun,Home,W,1,0,Sheffield Utd,1.3,0.6,63,30789.0,Max Kilman,3-4-3,Darren Bond,Match Report,,25.0,2.0,20.0,2.0,13.0,2.0,14.6,0.0,0,-0.3,2023,WolverhamptonWanderers
26,2024-03-02,15:00,Matchweek 27,Sat,Away,L,0,3,Newcastle Utd,0.8,2.1,56,52206.0,Max Kilman,3-4-3,Tim Robinson,Match Report,,22.0,0.0,18.0,0.0,12.0,3.0,15.9,0.0,0,-0.8,2023,WolverhamptonWanderers
27,2024-03-09,15:00,Matchweek 28,Sat,Home,W,2,1,Fulham,0.8,2.6,48,30860.0,Max Kilman,4-2-3-1,Tony Harrington,Match Report,,15.0,2.0,11.0,1.0,8.0,3.0,16.3,0.0,0,0.2,2023,WolverhamptonWanderers
28,2024-03-30,17:30,Matchweek 30,Sat,Away,L,0,2,Aston Villa,1.5,1.0,52,42640.0,Max Kilman,3-4-3,Paul Tierney,Match Report,,22.0,0.0,16.0,0.0,13.0,3.0,14.6,1.0,0,-1.5,2023,WolverhamptonWanderers
29,2024-04-02,19:45,Matchweek 31,Tue,Away,D,1,1,Burnley,0.9,1.3,49,21528.0,Max Kilman,4-4-1-1,Thomas Bramall,Match Report,,13.0,2.0,7.0,0.0,8.0,2.0,12.4,0.0,0,0.1,2023,WolverhamptonWanderers
30,2024-04-06,15:00,Matchweek 32,Sat,Home,L,1,2,West Ham,1.5,1.2,58,31504.0,Max Kilman,3-4-3,Tony Harrington,Match Report,,24.0,2.0,20.0,1.0,13.0,6.0,25.4,1.0,1,-0.7,2023,WolverhamptonWanderers
31,2024-04-13,15:00,Matchweek 33,Sat,Away,D,2,2,Nott'ham Forest,1.0,1.9,54,29604.0,Max Kilman,3-4-1-2,Craig Pawson,Match Report,,16.0,2.0,11.0,1.0,11.0,3.0,16.1,0.0,0,1.0,2023,WolverhamptonWanderers
32,2024-04-20,19:30,Matchweek 34,Sat,Home,L,0,2,Arsenal,0.2,1.2,46,31621.0,Max Kilman,4-4-2,Paul Tierney,Match Report,,6.0,0.0,6.0,0.0,5.0,3.0,20.1,0.0,0,-0.2,2023,WolverhamptonWanderers
33,2024-04-24,19:45,Matchweek 29,Wed,Home,L,0,1,Bournemouth,0.5,1.9,63,25541.0,Max Kilman,4-1-4-1,Stuart Attwell,Match Report,,28.0,0.0,18.0,0.0,15.0,4.0,20.1,0.0,0,-0.5,2023,WolverhamptonWanderers
34,2024-04-27,15:00,Matchweek 35,Sat,Home,W,2,1,Luton Town,1.2,0.6,58,31531.0,Max Kilman,3-5-1-1,David Coote,Match Report,,22.0,3.0,18.0,3.0,13.0,5.0,18.8,0.0,0,0.8,2023,WolverhamptonWanderers
35,2024-05-04,17:30,Matchweek 36,Sat,Away,L,1,5,Manchester City,0.3,3.7,42,52439.0,Max Kilman,3-5-2,Craig Pawson,Match Report,,3.0,1.0,3.0,1.0,2.0,1.0,9.0,0.0,0,0.7,2023,WolverhamptonWanderers
36,2024-05-11,15:00,Matchweek 37,Sat,Home,L,1,3,Crystal Palace,1.6,2.6,62,31424.0,Max Kilman,3-5-1-1,Thomas Bramall,Match Report,,26.0,2.0,14.0,2.0,14.0,8.0,14.6,0.0,0,-0.6,2023,WolverhamptonWanderers
37,2024-05-19,16:00,Matchweek 38,Sun,Away,L,0,2,Liverpool,0.5,4.5,33,60059.0,Max Kilman,3-5-1-1,Chris Kavanagh,Match Report,,8.0,0.0,4.0,0.0,4.0,2.0,19.0,1.0,0,-0.5,2023,WolverhamptonWanderers
0,2023-08-12,15:00,Matchweek 1,Sat,Home,L,0,1,Fulham,2.7,1.5,42,39940.0,James Tarkowski,4-4-1-1,Stuart Attwell,Match Report,,36.0,0.0,22.0,0.0,19.0,9.0,15.8,0.0,0,-2.7,2023,Everton
1,2023-08-20,14:00,Matchweek 2,Sun,Away,L,0,4,Aston Villa,0.6,2.9,40,41694.0,James Tarkowski,4-1-4-1,Anthony Taylor,Match Report,,14.0,0.0,10.0,0.0,9.0,2.0,14.7,0.0,0,-0.6,2023,Everton
2,2023-08-26,15:00,Matchweek 3,Sat,Home,L,0,1,Wolves,1.3,1.1,47,38851.0,James Tarkowski,4-1-4-1,Craig Pawson,Match Report,,21.0,0.0,10.0,0.0,15.0,7.0,13.8,0.0,0,-1.3,2023,Everton
3,2023-09-02,12:30,Matchweek 4,Sat,Away,D,2,2,Sheffield Utd,2.5,1.2,54,31124.0,James Tarkowski,4-4-1-1,Andy Madley,Match Report,,25.0,3.0,14.0,2.0,16.0,6.0,14.8,2.0,0,-0.5,2023,Everton
4,2023-09-17,16:30,Matchweek 5,Sun,Home,L,0,1,Arsenal,0.3,1.0,26,39217.0,James Tarkowski,4-5-1,Simon Hooper,Match Report,,15.0,0.0,12.0,0.0,8.0,1.0,21.6,0.0,0,-0.3,2023,Everton
5,2023-09-23,17:30,Matchweek 6,Sat,Away,W,3,1,Brentford,1.9,1.0,43,16981.0,James Tarkowski,4-4-1-1,Michael Oliver,Match Report,,30.0,6.0,24.0,4.0,18.0,6.0,17.8,0.0,0,1.1,2023,Everton
6,2023-09-30,15:00,Matchweek 7,Sat,Home,L,1,2,Luton Town,2.9,0.9,67,39289.0,James Tarkowski,4-4-1-1,Anthony Taylor,Match Report,,42.0,1.0,35.0,0.0,23.0,4.0,14.4,0.0,0,-1.9,2023,Everton
7,2023-10-07,15:00,Matchweek 8,Sat,Home,W,3,0,Bournemouth,2.4,0.7,48,38815.0,James Tarkowski,4-4-1-1,David Coote,Match Report,,40.0,3.0,29.0,1.0,25.0,8.0,15.8,0.0,0,0.6,2023,Everton
8,2023-10-21,12:30,Matchweek 9,Sat,Away,L,0,2,Liverpool,0.1,2.2,23,50201.0,James Tarkowski,4-4-1-1,Craig Pawson,Match Report,,11.0,0.0,6.0,0.0,6.0,1.0,35.2,0.0,0,-0.1,2023,Everton
9,2023-10-29,13:00,Matchweek 10,Sun,Away,W,1,0,West Ham,0.8,0.7,36,62469.0,James Tarkowski,4-4-1-1,Stuart Attwell,Match Report,,17.0,2.0,13.0,2.0,10.0,4.0,17.4,0.0,0,0.2,2023,Everton
10,2023-11-04,15:00,Matchweek 11,Sat,Home,D,1,1,Brighton,0.7,0.5,21,38683.0,James Tarkowski,4-4-1-1,Tim Robinson,Match Report,,17.0,1.0,10.0,0.0,10.0,4.0,14.4,1.0,0,0.3,2023,Everton
11,2023-11-11,15:00,Matchweek 12,Sat,Away,W,3,2,Crystal Palace,1.5,2.2,33,25103.0,James Tarkowski,4-4-1-1,Samuel Barrott,Match Report,,15.0,5.0,12.0,4.0,8.0,4.0,14.5,0.0,0,1.5,2023,Everton
12,2023-11-26,16:30,Matchweek 13,Sun,Home,L,0,3,Manchester Utd,2.4,2.2,51,39257.0,James Tarkowski,4-4-1-1,John Brooks,Match Report,,35.0,0.0,26.0,0.0,24.0,6.0,16.9,0.0,0,-2.4,2023,Everton
13,2023-12-02,17:30,Matchweek 14,Sat,Away,W,1,0,Nott'ham Forest,0.7,0.7,39,29404.0,James Tarkowski,4-4-1-1,Paul Tierney,Match Report,,22.0,2.0,17.0,2.0,12.0,2.0,20.8,1.0,0,0.3,2023,Everton
14,2023-12-07,19:30,Matchweek 15,Thu,Home,W,3,0,Newcastle Utd,3.3,1.5,38,38198.0,Séamus Coleman,4-4-1-1,Tim Robinson,Match Report,,34.0,3.0,23.0,3.0,21.0,6.0,13.3,0.0,0,-0.3,2023,Everton
15,2023-12-10,14:00,Matchweek 16,Sun,Home,W,2,0,Chelsea,1.2,0.9,29,39280.0,James Tarkowski,4-4-1-1,Michael Oliver,Match Report,,14.0,1.0,11.0,0.0,9.0,5.0,16.4,0.0,0,0.8,2023,Everton
16,2023-12-16,17:30,Matchweek 17,Sat,Away,W,2,0,Burnley,1.4,0.7,39,21413.0,James Tarkowski,5-4-1,Anthony Taylor,Match Report,,17.0,3.0,11.0,0.0,9.0,6.0,11.8,1.0,0,0.6,2023,Everton
17,2023-12-23,15:00,Matchweek 18,Sat,Away,L,1,2,Tottenham,1.8,1.5,39,61808.0,James Tarkowski,4-2-3-1,Stuart Attwell,Match Report,,29.0,1.0,24.0,0.0,18.0,8.0,15.8,0.0,0,-0.8,2023,Everton
18,2023-12-27,20:15,Matchweek 19,Wed,Home,L,1,3,Manchester City,1.0,2.4,28,39327.0,James Tarkowski,4-2-3-1,John Brooks,Match Report,,11.0,1.0,9.0,1.0,7.0,2.0,12.5,0.0,0,0.0,2023,Everton
19,2023-12-30,15:00,Matchweek 20,Sat,Away,L,0,3,Wolves,0.4,1.9,47,31639.0,James Tarkowski,5-4-1,Thomas Bramall,Match Report,,16.0,0.0,12.0,0.0,10.0,0.0,20.7,0.0,0,-0.4,2023,Everton
20,2024-01-14,14:00,Matchweek 21,Sun,Home,D,0,0,Aston Villa,1.1,1.2,32,39284.0,Séamus Coleman,4-2-3-1,David Coote,Match Report,,15.0,0.0,8.0,0.0,10.0,2.0,17.2,1.0,0,-1.1,2023,Everton
21,2024-01-30,19:45,Matchweek 22,Tue,Away,D,0,0,Fulham,1.9,1.6,30,24376.0,James Tarkowski,4-4-1-1,Thomas Bramall,Match Report,,36.0,0.0,18.0,0.0,21.0,2.0,14.4,2.0,0,-1.9,2023,Everton
22,2024-02-03,12:30,Matchweek 23,Sat,Home,D,2,2,Tottenham,2.6,1.0,43,39321.0,James Tarkowski,4-4-1-1,Michael Oliver,Match Report,,23.0,3.0,12.0,0.0,14.0,4.0,14.3,0.0,0,-0.6,2023,Everton
23,2024-02-10,12:30,Matchweek 24,Sat,Away,L,0,2,Manchester City,0.3,1.6,28,52187.0,James Tarkowski,4-2-3-1,John Brooks,Match Report,,7.0,0.0,5.0,0.0,5.0,1.0,22.9,0.0,0,-0.3,2023,Everton
24,2024-02-19,20:00,Matchweek 25,Mon,Home,D,1,1,Crystal Palace,1.7,0.7,61,38164.0,James Tarkowski,4-4-1-1,Paul Tierney,Match Report,,35.0,2.0,21.0,0.0,19.0,4.0,16.4,1.0,0,-0.7,2023,Everton
25,2024-02-24,15:00,Matchweek 26,Sat,Away,D,1,1,Brighton,0.3,1.4,36,41646.0,James Tarkowski,4-4-1-1,Tony Harrington,Match Report,,12.0,2.0,8.0,0.0,6.0,2.0,16.0,0.0,0,0.7,2023,Everton
26,2024-03-02,15:00,Matchweek 27,Sat,Home,L,1,3,West Ham,2.7,1.9,55,39262.0,James Tarkowski,4-4-1-1,Craig Pawson,Match Report,,37.0,2.0,30.0,2.0,21.0,9.0,21.8,0.0,0,-0.9,2023,Everton
27,2024-03-09,12:30,Matchweek 28,Sat,Away,L,0,2,Manchester Utd,1.6,2.7,49,73601.0,James Tarkowski,4-4-1-1,Simon Hooper,Match Report,,38.0,0.0,29.0,0.0,23.0,6.0,16.9,1.0,0,-1.6,2023,Everton
28,2024-03-30,15:00,Matchweek 30,Sat,Away,L,1,2,Bournemouth,1.0,1.3,52,11207.0,Séamus Coleman,4-4-1-1,Samuel Barrott,Match Report,,14.0,2.0,12.0,2.0,7.0,3.0,16.0,0.0,0,0.0,2023,Everton
29,2024-04-02,19:30,Matchweek 31,Tue,Away,D,1,1,Newcastle Utd,1.4,2.4,43,52135.0,James Tarkowski,4-4-1-1,Tony Harrington,Match Report,,18.0,2.0,14.0,1.0,9.0,2.0,17.4,0.0,1,-0.7,2023,Everton
30,2024-04-06,15:00,Matchweek 32,Sat,Home,W,1,0,Burnley,0.9,0.5,38,39125.0,Séamus Coleman,4-4-1-1,Michael Oliver,Match Report,,21.0,0.0,15.0,0.0,12.0,3.0,20.0,1.0,0,0.1,2023,Everton
31,2024-04-15,20:00,Matchweek 33,Mon,Away,L,0,6,Chelsea,1.5,3.1,42,39392.0,Séamus Coleman,4-4-1-1,Paul Tierney,Match Report,,14.0,0.0,8.0,0.0,10.0,2.0,13.7,0.0,0,-1.5,2023,Everton
32,2024-04-21,13:30,Matchweek 34,Sun,Home,W,2,0,Nott'ham Forest,0.3,0.9,41,39239.0,James Tarkowski,4-1-4-1,Anthony Taylor,Match Report,,13.0,4.0,10.0,4.0,7.0,4.0,18.7,0.0,0,1.7,2023,Everton
33,2024-04-24,20:00,Matchweek 29,Wed,Home,W,2,0,Liverpool,1.2,2.1,25,38222.0,James Tarkowski,4-4-1-1,Andy Madley,Match Report,,28.0,3.0,12.0,0.0,16.0,6.0,14.9,0.0,0,0.8,2023,Everton
34,2024-04-27,17:30,Matchweek 35,Sat,Home,W,1,0,Brentford,0.8,0.9,48,39098.0,James Tarkowski,4-4-1-1,Darren England,Match Report,,32.0,2.0,24.0,2.0,18.0,1.0,19.1,1.0,0,0.2,2023,Everton
35,2024-05-03,20:00,Matchweek 36,Fri,Away,D,1,1,Luton Town,1.4,0.8,49,11873.0,James Tarkowski,4-4-1-1,Tim Robinson,Match Report,,17.0,2.0,11.0,1.0,9.0,2.0,18.7,0.0,1,-0.6,2023,Everton
36,2024-05-11,15:00,Matchweek 37,Sat,Home,W,1,0,Sheffield Utd,2.3,0.6,58,39221.0,Séamus Coleman,4-4-1-1,Stuart Attwell,Match Report,,24.0,2.0,21.0,2.0,15.0,6.0,17.1,0.0,0,-1.3,2023,Everton
37,2024-05-19,16:00,Matchweek 38,Sun,Away,L,1,2,Arsenal,0.6,2.9,32,60312.0,Séamus Coleman,4-4-1-1,Michael Oliver,Match Report,,9.0,2.0,4.0,0.0,5.0,2.0,20.3,2.0,0,0.4,2023,Everton
0,2023-08-13,14:00,Matchweek 1,Sun,Home,D,2,2,Tottenham,2.2,1.3,31,17066.0,Christian Nørgaard,5-3-2,Robert Jones,Match Report,,18.0,4.0,15.0,2.0,10.0,5.0,18.0,0.0,1,-0.4,2023,Brentford
1,2023-08-19,15:00,Matchweek 2,Sat,Away,W,3,0,Fulham,3.7,0.5,45,24236.0,Christian Nørgaard,4-3-3,Darren Bond,Match Report,,26.0,4.0,13.0,3.0,16.0,7.0,13.8,1.0,1,-1.1,2023,Brentford
2,2023-08-26,15:00,Matchweek 3,Sat,Home,D,1,1,Crystal Palace,1.0,0.8,60,16997.0,Christian Nørgaard,4-3-3,Peter Bankes,Match Report,,22.0,2.0,15.0,2.0,12.0,1.0,13.7,0.0,0,0.0,2023,Brentford
3,2023-09-02,15:00,Matchweek 4,Sat,Home,D,2,2,Bournemouth,2.9,2.1,60,16973.0,Christian Nørgaard,4-3-3,Robert Madley,Match Report,,36.0,3.0,28.0,2.0,21.0,7.0,14.7,1.0,0,-0.9,2023,Brentford
4,2023-09-16,17:30,Matchweek 5,Sat,Away,L,0,1,Newcastle Utd,0.5,1.4,44,51670.0,Christian Nørgaard,5-3-2,Craig Pawson,Match Report,,19.0,0.0,12.0,0.0,11.0,2.0,15.7,0.0,0,-0.5,2023,Brentford
5,2023-09-23,17:30,Matchweek 6,Sat,Home,L,1,3,Everton,1.0,1.9,57,16981.0,Christian Nørgaard,4-3-3,Michael Oliver,Match Report,,20.0,2.0,10.0,2.0,12.0,2.0,13.9,1.0,0,0.0,2023,Brentford
6,2023-10-01,14:00,Matchweek 7,Sun,Away,D,1,1,Nott'ham Forest,1.6,0.5,59,29004.0,Christian Nørgaard,4-3-3,Paul Tierney,Match Report,,31.0,2.0,21.0,0.0,18.0,3.0,14.1,0.0,0,-0.6,2023,Brentford
7,2023-10-07,15:00,Matchweek 8,Sat,Away,L,1,2,Manchester Utd,0.9,1.4,36,73453.0,Christian Nørgaard,3-5-2,Andy Madley,Match Report,,18.0,0.0,12.0,0.0,11.0,3.0,17.3,0.0,0,0.1,2023,Brentford
8,2023-10-21,15:00,Matchweek 9,Sat,Home,W,3,0,Burnley,3.1,1.1,50,17029.0,Christian Nørgaard,4-3-3,Joshua Smith,Match Report,,39.0,6.0,26.0,6.0,23.0,9.0,15.0,1.0,0,-0.1,2023,Brentford
9,2023-10-28,12:30,Matchweek 10,Sat,Away,W,2,0,Chelsea,2.2,1.9,32,39575.0,Christian Nørgaard,3-5-2,Simon Hooper,Match Report,,11.0,3.0,10.0,3.0,7.0,5.0,12.7,0.0,0,-0.2,2023,Brentford
10,2023-11-04,15:00,Matchweek 11,Sat,Home,W,3,2,West Ham,1.5,1.8,58,17103.0,Christian Nørgaard,4-3-3,Thomas Bramall,Match Report,,29.0,3.0,20.0,2.0,16.0,4.0,15.7,1.0,0,0.5,2023,Brentford
11,2023-11-12,14:00,Matchweek 12,Sun,Away,L,0,3,Liverpool,1.6,1.7,42,50151.0,Christian Nørgaard,5-3-2,Paul Tierney,Match Report,,26.0,0.0,18.0,0.0,16.0,3.0,17.0,2.0,0,-1.6,2023,Brentford
12,2023-11-25,17:30,Matchweek 13,Sat,Home,L,0,1,Arsenal,1.1,1.6,37,17201.0,Christian Nørgaard,5-3-2,Tim Robinson,Match Report,,16.0,0.0,12.0,0.0,9.0,1.0,13.9,0.0,0,-1.1,2023,Brentford
13,2023-12-02,15:00,Matchweek 14,Sat,Home,W,3,1,Luton Town,3.1,0.2,68,17075.0,Christian Nørgaard,4-3-3,Anthony Taylor,Match Report,,43.0,3.0,30.0,0.0,27.0,6.0,15.4,0.0,0,-0.1,2023,Brentford
14,2023-12-06,19:30,Matchweek 15,Wed,Away,L,1,2,Brighton,1.5,1.5,39,31571.0,Vitaly Janelt,4-4-2,Peter Bankes,Match Report,,13.0,1.0,6.0,0.0,7.0,0.0,17.6,0.0,1,-0.7,2023,Brentford
15,2023-12-09,15:00,Matchweek 16,Sat,Away,L,0,1,Sheffield Utd,0.6,0.8,59,28509.0,Christian Nørgaard,4-3-3,Stuart Attwell,Match Report,,16.0,0.0,11.0,0.0,10.0,4.0,16.7,0.0,0,-0.6,2023,Brentford
16,2023-12-17,14:00,Matchweek 17,Sun,Home,L,1,2,Aston Villa,0.5,1.4,34,17034.0,Christian Nørgaard,3-5-2,David Coote,Match Report,,7.0,1.0,4.0,0.0,4.0,3.0,13.3,0.0,0,0.5,2023,Brentford
17,2023-12-27,19:30,Matchweek 19,Wed,Home,L,1,4,Wolves,2.2,2.4,60,17109.0,Christian Nørgaard,4-3-3,Andy Madley,Match Report,,25.0,2.0,19.0,2.0,14.0,4.0,13.8,0.0,0,-1.2,2023,Brentford
18,2023-12-30,15:00,Matchweek 20,Sat,Away,L,1,3,Crystal Palace,1.4,1.0,54,25472.0,Christian Nørgaard,3-5-2,Robert Jones,Match Report,,18.0,2.0,16.0,2.0,9.0,4.0,16.0,0.0,0,-0.4,2023,Brentford
19,2024-01-20,17:30,Matchweek 21,Sat,Home,W,3,2,Nott'ham Forest,1.2,1.2,48,17077.0,Ivan Toney,3-5-2,Darren England,Match Report,,19.0,5.0,14.0,3.0,11.0,5.0,14.8,1.0,0,1.8,2023,Brentford
20,2024-01-31,19:30,Matchweek 22,Wed,Away,L,2,3,Tottenham,1.6,2.9,33,61210.0,Christian Nørgaard,3-5-2,David Coote,Match Report,,14.0,1.0,10.0,0.0,9.0,5.0,12.9,0.0,0,0.4,2023,Brentford
21,2024-02-05,20:00,Matchweek 23,Mon,Home,L,1,3,Manchester City,1.0,2.1,28,17096.0,Christian Nørgaard,3-5-2,Jarred Gillett,Match Report,,13.0,1.0,10.0,0.0,9.0,2.0,15.3,0.0,0,0.0,2023,Brentford
22,2024-02-10,15:00,Matchweek 24,Sat,Away,W,2,0,Wolves,1.9,1.0,29,30731.0,Christian Nørgaard,3-5-2,Simon Hooper,Match Report,,14.0,3.0,9.0,2.0,9.0,6.0,14.0,0.0,0,0.1,2023,Brentford
23,2024-02-17,12:30,Matchweek 25,Sat,Home,L,1,4,Liverpool,1.6,2.8,38,17193.0,Christian Nørgaard,3-5-2,Michael Oliver,Match Report,,27.0,1.0,16.0,0.0,15.0,6.0,19.8,3.0,0,-0.6,2023,Brentford
24,2024-02-20,19:30,Matchweek 18,Tue,Away,L,0,1,Manchester City,0.4,2.3,30,52247.0,Christian Nørgaard,3-5-2,Darren England,Match Report,,9.0,0.0,6.0,0.0,6.0,2.0,19.4,1.0,0,-0.4,2023,Brentford
25,2024-02-26,20:00,Matchweek 26,Mon,Away,L,2,4,West Ham,0.9,1.7,59,62450.0,Christian Nørgaard,3-5-2,Simon Hooper,Match Report,,25.0,3.0,22.0,3.0,14.0,7.0,16.7,0.0,0,1.1,2023,Brentford
26,2024-03-02,15:00,Matchweek 27,Sat,Home,D,2,2,Chelsea,1.8,1.8,33,17140.0,Christian Nørgaard,3-5-2,Jarred Gillett,Match Report,,22.0,3.0,18.0,2.0,14.0,5.0,14.5,0.0,0,0.2,2023,Brentford
27,2024-03-09,17:30,Matchweek 28,Sat,Away,L,1,2,Arsenal,1.0,1.3,29,60331.0,Christian Nørgaard,3-5-2,Robert Jones,Match Report,,15.0,0.0,10.0,0.0,9.0,4.0,17.1,0.0,0,0.0,2023,Brentford
28,2024-03-16,15:00,Matchweek 29,Sat,Away,L,1,2,Burnley,1.1,2.8,40,20431.0,Ivan Toney,3-5-2,Darren Bond,Match Report,,15.0,2.0,9.0,2.0,9.0,5.0,14.7,0.0,0,-0.1,2023,Brentford
29,2024-03-30,20:00,Matchweek 30,Sat,Home,D,1,1,Manchester Utd,3.2,0.6,47,17138.0,Ivan Toney,3-5-2,Simon Hooper,Match Report,,51.0,2.0,36.0,1.0,31.0,5.0,15.0,1.0,0,-2.2,2023,Brentford
30,2024-04-03,19:30,Matchweek 31,Wed,Home,D,0,0,Brighton,0.6,1.1,34,17024.0,Ivan Toney,3-5-2,Andy Madley,Match Report,,10.0,0.0,5.0,0.0,5.0,2.0,17.1,1.0,0,-0.6,2023,Brentford
31,2024-04-06,15:00,Matchweek 32,Sat,Away,D,3,3,Aston Villa,1.5,1.5,31,42118.0,Mathias Jensen,3-5-2,Michael Salisbury,Match Report,,14.0,5.0,9.0,4.0,8.0,3.0,16.5,2.0,0,1.5,2023,Brentford
32,2024-04-13,15:00,Matchweek 33,Sat,Home,W,2,0,Sheffield Utd,1.0,0.8,53,17115.0,Mathias Jensen,4-3-3,Samuel Barrott,Match Report,,16.0,2.0,11.0,1.0,9.0,5.0,18.7,0.0,0,0.0,2023,Brentford
33,2024-04-20,15:00,Matchweek 34,Sat,Away,W,5,1,Luton Town,3.1,0.6,47,11877.0,Mathias Jensen,4-3-3,Jarred Gillett,Match Report,,35.0,7.0,25.0,6.0,21.0,9.0,18.0,0.0,0,1.9,2023,Brentford
34,2024-04-27,17:30,Matchweek 35,Sat,Away,L,0,1,Everton,0.9,0.8,52,39098.0,Christian Nørgaard,4-3-3,Darren England,Match Report,,19.0,0.0,11.0,0.0,10.0,4.0,16.6,0.0,0,-0.9,2023,Brentford
35,2024-05-04,15:00,Matchweek 36,Sat,Home,D,0,0,Fulham,0.6,1.3,54,17090.0,Christian Nørgaard,4-3-3,Graham Scott,Match Report,,12.0,0.0,7.0,0.0,7.0,2.0,12.9,0.0,0,-0.6,2023,Brentford
36,2024-05-11,15:00,Matchweek 37,Sat,Away,W,2,1,Bournemouth,1.1,0.7,52,11154.0,Christian Nørgaard,4-3-3,Matt Donohue,Match Report,,21.0,4.0,15.0,4.0,11.0,4.0,15.7,0.0,0,0.9,2023,Brentford
37,2024-05-19,16:00,Matchweek 38,Sun,Home,L,2,4,Newcastle Utd,1.1,3.4,54,17124.0,Christian Nørgaard,4-3-3,Simon Hooper,Match Report,,20.0,4.0,16.0,3.0,10.0,5.0,15.9,1.0,0,0.9,2023,Brentford
0,2023-08-12,12:30,Matchweek 1,Sat,Away,L,1,2,Arsenal,1.2,0.8,22,59984.0,Joe Worrall,3-4-3,Michael Oliver,Match Report,,10.0,2.0,7.0,2.0,6.0,2.0,17.3,0.0,0,-0.2,2023,NottinghamForest
1,2023-08-18,19:45,Matchweek 2,Fri,Home,W,2,1,Sheffield Utd,1.4,0.5,50,29432.0,Joe Worrall,3-4-3,Peter Bankes,Match Report,,28.0,4.0,19.0,4.0,16.0,4.0,15.6,0.0,0,0.6,2023,NottinghamForest
2,2023-08-26,15:00,Matchweek 3,Sat,Away,L,2,3,Manchester Utd,1.2,2.8,34,73595.0,Joe Worrall,3-4-3,Stuart Attwell,Match Report,,16.0,4.0,8.0,1.0,9.0,4.0,14.7,0.0,0,0.8,2023,NottinghamForest
3,2023-09-02,15:00,Matchweek 4,Sat,Away,W,1,0,Chelsea,0.8,2.3,25,39820.0,Joe Worrall,3-4-3,Tim Robinson,Match Report,,14.0,2.0,6.0,2.0,7.0,3.0,19.0,0.0,0,0.2,2023,NottinghamForest
4,2023-09-18,19:45,Matchweek 5,Mon,Home,D,1,1,Burnley,0.7,0.5,46,28958.0,Joe Worrall,4-2-3-1,Robert Jones,Match Report,,28.0,2.0,23.0,2.0,14.0,4.0,18.8,0.0,0,0.3,2023,NottinghamForest
